age,weight,height,injury_type,goal,exercise
65,67,146,shoulder,flexibility,Overhead Arm Hold
64,84,172,shoulder,strength,Reverse Tabletop Pose
35,88,148,lower_back,rehab,Bridge pose hold
48,75,166,core,rehab,Bird Dog Hold
64,103,175,upper_back,flexibility,Plank
64,72,161,upper_back,rehab,Overhead Arm Hold
74,86,184,lower_back,flexibility,Plank
56,93,187,shoulder,flexibility,Reverse Tabletop Pose
63,81,167,hips,flexibility,Bird Dog Hold
58,80,171,lower_back,flexibility,Bird Dog Hold
45,64,177,upper_back,strength,Plank
28,99,171,legs,flexibility,Standing calf raise
64,80,170,upper_back,rehab,Overhead Arm Hold
60,89,158,hips,strength,Standing quad stretch (L/R)
50,90,145,upper_back,rehab,Overhead Arm Hold
36,74,148,lower_back,strength,Hollow Body Hold
67,80,192,legs,flexibility,Bridge pose hold
54,99,168,upper_back,strength,Overhead Arm Hold
66,68,162,lower_back,rehab,Bridge pose hold
83,109,179,none,strength,Bird Dog Hold
29,73,156,lower_back,strength,Plank
49,67,171,none,flexibility,Bird Dog Hold
55,84,165,lower_back,flexibility,Bird Dog Hold
78,110,170,legs,strength,Standing quad stretch (L/R)
36,58,161,lower_back,flexibility,Hollow Body Hold
84,80,153,legs,flexibility,Standing quad stretch (L/R)
60,88,155,core,strength,Bridge pose hold
57,82,155,none,rehab,Bridge pose hold
55,87,164,hips,flexibility,Side plank
52,73,146,hips,strength,Standing quad stretch (L/R)
72,75,150,hips,strength,Half-Kneeling Hip Flexor Stretch
44,80,166,core,strength,Plank
63,68,163,lower_back,rehab,Bridge pose hold
53,81,167,legs,rehab,Calf stretch
48,77,164,core,rehab,Bird Dog Hold
93,76,194,hips,flexibility,Butterfly stretch
64,86,166,shoulder,strength,Reverse Tabletop Pose
66,59,160,hips,strength,Butterfly stretch
73,79,166,lower_back,rehab,Bridge pose hold
39,111,176,none,flexibility,Reverse Tabletop Pose
82,68,164,core,flexibility,Bridge pose hold
24,98,172,shoulder,strength,Plank
48,83,169,core,rehab,Reverse Tabletop Pose
52,74,161,upper_back,strength,Overhead Arm Hold
66,65,166,shoulder,rehab,Overhead Arm Hold
61,84,183,upper_back,rehab,Overhead Arm Hold
56,100,167,shoulder,strength,Overhead Arm Hold
58,77,153,legs,rehab,Calf stretch
45,81,161,shoulder,rehab,Reverse Tabletop Pose
38,95,140,hips,rehab,Half-Kneeling Hip Flexor Stretch
68,86,166,none,rehab,Reverse Tabletop Pose
67,62,180,upper_back,flexibility,Plank
79,83,149,upper_back,rehab,Overhead Arm Hold
47,101,166,core,rehab,Reverse Tabletop Pose
67,82,176,hips,rehab,Half-Kneeling Hip Flexor Stretch
54,48,177,legs,strength,Calf stretch
74,87,179,shoulder,flexibility,Plank
72,80,143,legs,rehab,Straight leg raises (L/R)
61,59,170,hips,rehab,Butterfly stretch
53,61,147,none,strength,Standing quad stretch (L/R)
71,94,153,shoulder,flexibility,Reverse Tabletop Pose
67,73,174,hips,flexibility,Half-Kneeling Hip Flexor Stretch
49,71,166,upper_back,flexibility,Overhead Arm Hold
40,82,173,upper_back,rehab,Overhead Arm Hold
54,74,154,upper_back,flexibility,Overhead Arm Hold
78,83,182,lower_back,strength,Bird Dog Hold
73,79,173,lower_back,strength,Bridge pose hold
43,67,175,upper_back,rehab,Overhead Arm Hold
42,76,152,none,rehab,Standing quad stretch (L/R)
75,88,178,lower_back,rehab,Bird Dog Hold
43,83,161,none,rehab,Half-Kneeling Hip Flexor Stretch
65,81,157,lower_back,strength,Bird Dog Hold
50,106,172,core,rehab,Bird Dog Hold
80,91,171,hips,rehab,Butterfly stretch
48,93,155,core,rehab,Bridge pose hold
73,80,188,none,rehab,Reverse Tabletop Pose
60,85,186,shoulder,strength,Overhead Arm Hold
61,77,172,upper_back,flexibility,Overhead Arm Hold
31,92,170,core,rehab,Reverse Tabletop Pose
28,81,168,core,strength,Plank
55,85,146,lower_back,flexibility,Dead Bug Hold
61,84,166,hips,strength,Butterfly stretch
43,82,166,hips,flexibility,Side plank
43,119,158,core,strength,Dead Bug Hold
66,74,161,shoulder,rehab,Reverse Tabletop Pose
66,74,137,none,flexibility,Standing calf raise
56,91,152,hips,strength,Half-Kneeling Hip Flexor Stretch
69,75,175,legs,rehab,Straight leg raises (L/R)
42,78,185,legs,rehab,Standing quad stretch (L/R)
53,68,153,upper_back,flexibility,Overhead Arm Hold
80,88,167,core,strength,Bridge pose hold
59,88,177,shoulder,rehab,Reverse Tabletop Pose
60,78,158,core,strength,Reverse Tabletop Pose
89,91,172,legs,rehab,Calf stretch
39,59,164,none,rehab,Reverse Tabletop Pose
69,73,178,shoulder,rehab,Overhead Arm Hold
80,80,150,none,flexibility,Overhead Arm Hold
54,67,152,upper_back,strength,Overhead Arm Hold
70,60,168,hips,flexibility,Half-Kneeling Hip Flexor Stretch
45,78,166,hips,flexibility,Bird Dog Hold
49,91,164,hips,flexibility,Side plank
63,98,171,legs,flexibility,Straight leg raises (L/R)
69,75,154,none,flexibility,Side plank
73,91,149,shoulder,rehab,Reverse Tabletop Pose
79,90,159,legs,rehab,Straight leg raises (L/R)
57,97,160,lower_back,rehab,Bird Dog Hold
74,78,161,shoulder,flexibility,Plank
53,60,179,upper_back,rehab,Overhead Arm Hold
70,83,173,none,rehab,Half-Kneeling Hip Flexor Stretch
61,69,171,legs,rehab,Calf stretch
64,73,167,hips,flexibility,Standing quad stretch (L/R)
64,78,159,hips,strength,Half-Kneeling Hip Flexor Stretch
36,78,155,hips,strength,Bird Dog Hold
43,84,151,legs,rehab,Calf stretch
59,91,156,none,flexibility,Bird Dog Hold
35,77,164,legs,strength,Chair pose
69,87,151,hips,rehab,Butterfly stretch
70,82,166,hips,flexibility,Bird Dog Hold
62,94,162,hips,strength,Butterfly stretch
43,80,160,lower_back,strength,Dead Bug Hold
77,81,178,legs,flexibility,Chair pose
86,77,136,hips,strength,Standing quad stretch (L/R)
60,80,160,upper_back,rehab,Overhead Arm Hold
65,72,137,hips,rehab,Butterfly stretch
61,71,167,none,flexibility,Bird Dog Hold
65,92,173,legs,flexibility,Calf stretch
56,68,149,upper_back,rehab,Overhead Arm Hold
58,78,150,none,flexibility,Side plank
70,95,145,core,strength,Bird Dog Hold
90,78,165,core,strength,Bridge pose hold
39,92,161,core,strength,Plank
57,75,161,none,strength,Overhead Arm Hold
42,69,160,legs,flexibility,Chair pose
79,62,153,legs,strength,Standing quad stretch (L/R)
50,98,178,none,flexibility,Standing quad stretch (L/R)
39,68,168,legs,rehab,Straight leg raises (L/R)
67,91,151,shoulder,strength,Overhead Arm Hold
82,70,156,none,flexibility,Butterfly stretch
67,98,154,upper_back,rehab,Overhead Arm Hold
61,110,181,lower_back,strength,Bridge pose hold
64,61,173,lower_back,strength,Bird Dog Hold
77,68,163,shoulder,strength,Overhead Arm Hold
46,92,184,legs,flexibility,Standing quad stretch (L/R)
56,88,181,lower_back,flexibility,Bird Dog Hold
52,92,162,upper_back,rehab,Overhead Arm Hold
42,75,160,none,strength,Bridge pose hold
54,107,160,hips,rehab,Half-Kneeling Hip Flexor Stretch
73,83,153,none,flexibility,Reverse Tabletop Pose
66,67,185,upper_back,strength,Overhead Arm Hold
67,79,153,legs,rehab,Calf stretch
60,67,175,upper_back,strength,Overhead Arm Hold
65,102,173,core,flexibility,Dead Bug Hold
47,74,161,legs,rehab,Standing quad stretch (L/R)
54,88,186,upper_back,strength,Overhead Arm Hold
61,76,146,shoulder,strength,Overhead Arm Hold
62,74,164,none,strength,Overhead Arm Hold
62,58,159,upper_back,rehab,Overhead Arm Hold
56,89,176,none,flexibility,Calf stretch
53,98,169,core,flexibility,Plank
99,71,144,lower_back,rehab,Bird Dog Hold
70,63,179,hips,strength,Standing quad stretch (L/R)
64,92,170,shoulder,rehab,Overhead Arm Hold
55,61,152,upper_back,rehab,Overhead Arm Hold
52,97,160,legs,flexibility,Calf stretch
56,71,149,shoulder,rehab,Reverse Tabletop Pose
62,68,163,lower_back,strength,Bridge pose hold
33,85,166,hips,flexibility,Half-Kneeling Hip Flexor Stretch
37,69,161,core,flexibility,Side plank
49,73,159,hips,strength,Side plank
61,86,146,upper_back,rehab,Overhead Arm Hold
55,52,168,core,flexibility,Reverse Tabletop Pose
78,103,142,lower_back,rehab,Bird Dog Hold
38,83,165,lower_back,strength,Dead Bug Hold
48,66,144,hips,flexibility,Side plank
79,69,165,hips,strength,Half-Kneeling Hip Flexor Stretch
60,94,164,lower_back,flexibility,Hollow Body Hold
70,90,169,none,strength,Bird Dog Hold
86,99,175,hips,rehab,Standing quad stretch (L/R)
49,73,177,legs,strength,Bridge pose hold
57,86,146,hips,strength,Butterfly stretch
54,87,164,legs,strength,Standing quad stretch (L/R)
32,91,188,core,strength,Dead Bug Hold
54,96,166,hips,strength,Half-Kneeling Hip Flexor Stretch
70,73,155,shoulder,rehab,Reverse Tabletop Pose
65,81,164,shoulder,rehab,Overhead Arm Hold
66,74,160,none,flexibility,Standing quad stretch (L/R)
53,81,151,none,strength,Reverse Tabletop Pose
49,91,175,core,rehab,Bridge pose hold
75,61,171,core,strength,Reverse Tabletop Pose
51,96,149,none,strength,Standing quad stretch (L/R)
62,68,163,shoulder,flexibility,Side plank
60,78,158,core,strength,Bridge pose hold
78,98,146,legs,rehab,Straight leg raises (L/R)
71,86,148,none,flexibility,Bird Dog Hold
41,86,150,legs,flexibility,Standing quad stretch (L/R)
42,67,164,upper_back,flexibility,Overhead Arm Hold
66,69,159,upper_back,strength,Overhead Arm Hold
57,94,153,hips,flexibility,Bird Dog Hold
52,75,160,legs,rehab,Standing quad stretch (L/R)
72,76,173,none,rehab,Bird Dog Hold
61,94,169,shoulder,flexibility,Plank
59,69,176,shoulder,flexibility,Plank
69,85,162,none,flexibility,Half-Kneeling Hip Flexor Stretch
53,83,183,shoulder,strength,Reverse Tabletop Pose
79,82,169,hips,flexibility,Standing quad stretch (L/R)
47,76,159,legs,flexibility,Standing calf raise
67,75,166,core,strength,Bridge pose hold
77,69,150,hips,flexibility,Side plank
39,88,161,core,flexibility,Reverse Tabletop Pose
53,74,170,lower_back,rehab,Bird Dog Hold
73,94,172,lower_back,rehab,Bridge pose hold
74,79,160,upper_back,rehab,Overhead Arm Hold
56,69,196,core,strength,Bridge pose hold
48,79,162,legs,rehab,Standing quad stretch (L/R)
71,77,145,core,rehab,Bird Dog Hold
74,95,179,core,flexibility,Reverse Tabletop Pose
42,77,172,shoulder,strength,Side plank
42,79,167,legs,flexibility,Standing calf raise
61,100,159,none,flexibility,Bird Dog Hold
66,88,169,core,strength,Bird Dog Hold
54,103,183,core,strength,Reverse Tabletop Pose
67,98,167,core,flexibility,Hollow Body Hold
48,71,147,upper_back,flexibility,Overhead Arm Hold
29,94,130,none,flexibility,Bird Dog Hold
52,101,169,shoulder,strength,Overhead Arm Hold
59,101,153,hips,flexibility,Half-Kneeling Hip Flexor Stretch
54,94,163,shoulder,flexibility,Overhead Arm Hold
42,94,155,core,rehab,Bridge pose hold
33,78,154,core,rehab,Reverse Tabletop Pose
51,72,156,none,rehab,Butterfly stretch
70,78,157,lower_back,rehab,Bird Dog Hold
75,61,174,hips,rehab,Butterfly stretch
74,99,171,core,flexibility,Side plank
47,78,150,none,flexibility,Half-Kneeling Hip Flexor Stretch
42,98,152,shoulder,strength,Side plank
65,67,169,none,strength,Bird Dog Hold
67,96,177,hips,strength,Half-Kneeling Hip Flexor Stretch
63,76,177,lower_back,flexibility,Bridge pose hold
31,66,153,lower_back,rehab,Bird Dog Hold
46,102,176,legs,flexibility,Bridge pose hold
58,96,144,core,flexibility,Hollow Body Hold
65,85,162,none,strength,Bridge pose hold
68,82,170,lower_back,strength,Bird Dog Hold
60,87,140,lower_back,strength,Bridge pose hold
62,84,189,lower_back,strength,Bridge pose hold
59,72,180,core,flexibility,Reverse Tabletop Pose
67,77,172,none,strength,Straight leg raises (L/R)
62,107,153,upper_back,rehab,Overhead Arm Hold
59,115,164,none,flexibility,Side plank
54,102,174,none,rehab,Straight leg raises (L/R)
59,88,151,none,flexibility,Reverse Tabletop Pose
65,78,162,lower_back,flexibility,Dead Bug Hold
62,72,175,none,strength,Overhead Arm Hold
63,73,147,legs,rehab,Calf stretch
76,75,168,hips,flexibility,Bird Dog Hold
62,109,144,upper_back,rehab,Overhead Arm Hold
49,105,153,hips,flexibility,Bird Dog Hold
70,91,159,hips,flexibility,Butterfly stretch
40,70,170,none,flexibility,Standing quad stretch (L/R)
43,93,156,none,rehab,Bird Dog Hold
63,79,166,legs,flexibility,Straight leg raises (L/R)
65,55,156,none,rehab,Standing quad stretch (L/R)
41,86,158,upper_back,rehab,Overhead Arm Hold
53,71,179,core,strength,Bird Dog Hold
50,72,151,shoulder,rehab,Reverse Tabletop Pose
51,79,173,lower_back,flexibility,Hollow Body Hold
71,76,164,hips,flexibility,Bird Dog Hold
68,82,158,hips,flexibility,Bird Dog Hold
58,81,150,legs,flexibility,Standing quad stretch (L/R)
51,59,151,core,rehab,Reverse Tabletop Pose
40,101,156,legs,strength,Bridge pose hold
77,70,163,legs,rehab,Straight leg raises (L/R)
66,70,172,upper_back,flexibility,Plank
48,78,161,none,rehab,Half-Kneeling Hip Flexor Stretch
68,81,162,core,strength,Reverse Tabletop Pose
57,100,164,none,strength,Standing quad stretch (L/R)
54,85,170,none,strength,Reverse Tabletop Pose
64,89,172,lower_back,strength,Bridge pose hold
48,85,148,upper_back,strength,Plank
53,85,161,legs,rehab,Calf stretch
60,86,179,none,strength,Overhead Arm Hold
51,58,149,legs,strength,Standing quad stretch (L/R)
67,79,165,core,flexibility,Side plank
83,97,163,core,strength,Bird Dog Hold
48,120,158,none,rehab,Bird Dog Hold
36,67,183,hips,flexibility,Bird Dog Hold
31,87,165,upper_back,rehab,Overhead Arm Hold
56,75,182,none,flexibility,Bridge pose hold
49,108,165,upper_back,strength,Plank
61,65,170,core,rehab,Bird Dog Hold
60,90,158,lower_back,flexibility,Bridge pose hold
36,64,158,upper_back,rehab,Overhead Arm Hold
33,78,169,core,flexibility,Dead Bug Hold
62,82,169,lower_back,strength,Bird Dog Hold
60,95,171,shoulder,rehab,Overhead Arm Hold
52,69,169,core,rehab,Bird Dog Hold
36,90,149,lower_back,rehab,Bridge pose hold
64,82,155,legs,strength,Calf stretch
75,85,174,shoulder,strength,Reverse Tabletop Pose
62,94,142,none,flexibility,Bird Dog Hold
47,66,168,hips,rehab,Butterfly stretch
59,92,163,hips,flexibility,Standing quad stretch (L/R)
40,75,174,hips,flexibility,Bird Dog Hold
72,96,169,legs,strength,Calf stretch
59,86,157,none,rehab,Reverse Tabletop Pose
34,79,156,core,strength,Hollow Body Hold
54,75,158,hips,rehab,Half-Kneeling Hip Flexor Stretch
64,92,171,lower_back,flexibility,Bird Dog Hold
54,98,138,core,strength,Bridge pose hold
54,75,166,legs,strength,Calf stretch
41,68,154,upper_back,rehab,Overhead Arm Hold
66,91,167,legs,flexibility,Standing quad stretch (L/R)
49,64,169,none,strength,Hollow Body Hold
29,66,145,legs,flexibility,Standing calf raise
53,69,162,upper_back,strength,Overhead Arm Hold
71,77,166,none,strength,Overhead Arm Hold
53,65,166,lower_back,strength,Bird Dog Hold
81,58,163,shoulder,flexibility,Reverse Tabletop Pose
64,68,150,upper_back,flexibility,Overhead Arm Hold
63,90,152,legs,flexibility,Bridge pose hold
56,66,148,hips,flexibility,Bird Dog Hold
57,78,171,upper_back,flexibility,Overhead Arm Hold
54,106,163,upper_back,flexibility,Overhead Arm Hold
54,81,164,shoulder,flexibility,Side plank
65,86,145,none,rehab,Straight leg raises (L/R)
45,70,164,legs,flexibility,Bridge pose hold
43,109,172,hips,flexibility,Standing quad stretch (L/R)
43,75,143,hips,rehab,Half-Kneeling Hip Flexor Stretch
86,79,158,shoulder,rehab,Reverse Tabletop Pose
65,98,146,core,flexibility,Hollow Body Hold
62,80,160,hips,flexibility,Half-Kneeling Hip Flexor Stretch
44,83,154,lower_back,flexibility,Bridge pose hold
66,78,169,upper_back,rehab,Overhead Arm Hold
56,79,166,upper_back,strength,Overhead Arm Hold
61,87,180,hips,strength,Half-Kneeling Hip Flexor Stretch
45,89,164,hips,strength,Side plank
60,74,168,hips,strength,Half-Kneeling Hip Flexor Stretch
52,72,158,upper_back,strength,Overhead Arm Hold
48,74,152,hips,flexibility,Standing quad stretch (L/R)
68,64,174,lower_back,strength,Bridge pose hold
37,62,179,lower_back,flexibility,Dead Bug Hold
66,86,173,upper_back,rehab,Overhead Arm Hold
67,94,166,core,rehab,Bird Dog Hold
46,93,153,legs,strength,Bridge pose hold
47,52,178,none,rehab,Straight leg raises (L/R)
55,79,171,legs,flexibility,Standing calf raise
62,68,188,legs,strength,Calf stretch
56,84,151,lower_back,strength,Bird Dog Hold
64,77,175,none,flexibility,Standing quad stretch (L/R)
82,89,171,shoulder,flexibility,Reverse Tabletop Pose
51,82,161,none,flexibility,Reverse Tabletop Pose
35,58,180,legs,strength,Chair pose
69,70,169,shoulder,rehab,Reverse Tabletop Pose
81,82,154,upper_back,rehab,Overhead Arm Hold
63,83,163,none,rehab,Bridge pose hold
43,64,153,lower_back,rehab,Bridge pose hold
56,63,159,core,strength,Bridge pose hold
43,83,173,legs,flexibility,Bridge pose hold
67,64,176,lower_back,rehab,Bridge pose hold
40,61,167,upper_back,strength,Reverse Tabletop Pose
54,76,156,lower_back,strength,Bridge pose hold
44,76,169,hips,rehab,Half-Kneeling Hip Flexor Stretch
60,71,173,legs,flexibility,Standing calf raise
53,73,141,lower_back,flexibility,Dead Bug Hold
60,82,166,core,strength,Reverse Tabletop Pose
58,73,162,lower_back,flexibility,Bird Dog Hold
45,83,176,lower_back,strength,Plank
66,77,169,upper_back,flexibility,Overhead Arm Hold
57,84,170,legs,rehab,Calf stretch
45,93,159,core,flexibility,Hollow Body Hold
88,92,165,legs,rehab,Calf stretch
64,98,176,hips,rehab,Standing quad stretch (L/R)
56,92,164,hips,strength,Butterfly stretch
77,85,167,none,rehab,Bridge pose hold
83,77,147,lower_back,strength,Bridge pose hold
56,77,164,legs,rehab,Calf stretch
63,71,141,none,rehab,Bird Dog Hold
45,82,158,none,rehab,Bird Dog Hold
56,91,165,legs,flexibility,Calf stretch
55,73,173,lower_back,flexibility,Dead Bug Hold
60,82,153,shoulder,rehab,Reverse Tabletop Pose
62,74,169,legs,strength,Standing quad stretch (L/R)
66,85,182,lower_back,rehab,Bridge pose hold
61,75,157,lower_back,strength,Bird Dog Hold
42,73,146,none,rehab,Standing quad stretch (L/R)
45,74,168,shoulder,rehab,Reverse Tabletop Pose
51,88,151,hips,strength,Half-Kneeling Hip Flexor Stretch
54,81,155,core,strength,Reverse Tabletop Pose
72,77,175,lower_back,flexibility,Hollow Body Hold
42,85,186,legs,strength,Standing calf raise
53,77,153,hips,rehab,Half-Kneeling Hip Flexor Stretch
71,96,156,hips,strength,Standing quad stretch (L/R)
54,70,159,hips,flexibility,Half-Kneeling Hip Flexor Stretch
64,80,158,lower_back,rehab,Bird Dog Hold
56,64,187,legs,rehab,Straight leg raises (L/R)
61,78,158,core,rehab,Reverse Tabletop Pose
55,61,160,shoulder,strength,Overhead Arm Hold
67,91,183,upper_back,rehab,Overhead Arm Hold
37,92,171,upper_back,rehab,Overhead Arm Hold
53,92,176,hips,strength,Standing quad stretch (L/R)
62,82,154,none,rehab,Overhead Arm Hold
65,71,158,upper_back,strength,Overhead Arm Hold
78,72,152,none,strength,Bridge pose hold
53,101,174,upper_back,flexibility,Overhead Arm Hold
78,100,179,lower_back,rehab,Bird Dog Hold
49,84,158,shoulder,strength,Plank
76,76,160,upper_back,flexibility,Overhead Arm Hold
69,99,161,none,strength,Overhead Arm Hold
46,73,146,core,rehab,Reverse Tabletop Pose
62,85,157,core,flexibility,Bridge pose hold
57,99,174,shoulder,strength,Overhead Arm Hold
66,72,154,upper_back,flexibility,Overhead Arm Hold
55,92,166,core,rehab,Bridge pose hold
54,89,149,hips,strength,Half-Kneeling Hip Flexor Stretch
76,82,163,hips,rehab,Standing quad stretch (L/R)
57,70,158,core,strength,Bridge pose hold
69,73,150,shoulder,flexibility,Side plank
55,86,174,none,rehab,Bridge pose hold
80,64,174,shoulder,flexibility,Plank
49,84,153,shoulder,strength,Side plank
50,89,162,shoulder,strength,Side plank
79,94,165,legs,rehab,Calf stretch
52,65,143,hips,rehab,Half-Kneeling Hip Flexor Stretch
80,98,148,upper_back,strength,Overhead Arm Hold
70,103,180,legs,flexibility,Chair pose
56,87,152,shoulder,strength,Overhead Arm Hold
34,69,179,upper_back,flexibility,Reverse Tabletop Pose
58,78,149,hips,rehab,Half-Kneeling Hip Flexor Stretch
